ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_marka)","Attribute Value (pa_marka)","Attribute In Variations (pa_marka)","Attribute Is Visible (pa_marka)","Attribute Is Taxonomy (pa_marka)","Shipping Class",_wpm_gtin_code,_ywbc_barcode_value,"Product Type","Ürün görünürlüğü","Ürün kategorileri","Ürün etiketleri","Image URL"
17432,"AINO Karpalo&Kinuski, Laktoositon 900ml","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, glukoosisiirappi, maltodekstriini, karpalo (3%; EU ja muu kuin EU), dekstroosi, VOI, rasvaton MAITOjauhe, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe), emulgointiaine (rasvahappojen mono- ja diglyseridit), tärkkelys (maissi), luontaiset vanilja-aromit ja muita luontaisia aromeja, sakeuttamisaineet (pektiini, natriumpolyfosfaatti), jauhettu vaniljatanko, suola. SAATTAA SISÄLTÄÄ PÄHKINÄÄ. Laktoositon.","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, glukoosisiirappi, maltodekstriini, karpalo (3%; EU ja muu kuin EU), dekstroosi, VOI, rasvaton MAITOjauhe, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe), emulgointiaine (rasvahappojen mono- ja diglyseridit), tärkkelys (maissi), luontaiset vanilja-aromit ja muita luontaisia aromeja, sakeuttamisaineet (pektiini, natriumpolyfosfaatti), jauhettu vaniljatanko, suola. SAATTAA SISÄLTÄÄ PÄHKINÄÄ. Laktoositon.","2020-07-21 00:01:07",product,https://marketim.fi/product/aino-karpalokinuski-laktoositon-900ml/,0,4e33e5cef163,1,1,,instock,,,0,Marka,Aino,no,yes,yes,,6430064400753,6430064400753,simple,visible,Dondurma>Litrelik,,https://marketim.fi/wp-content/uploads/2020/07/13320-1571986433.png
17434,"AINO Vadelmasuklaa 900ml","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, glukoosisiirappi, rapsiöljy, HERAJAUHE (MAITO), rasvaton MAITOjauhe, dekstroosi, vähärasvainen kaakaojauhe, vadelma (1 %; EU ja muu kuin EU), vadelmamehutiiviste (0,5 %;EU ja muu kuin EU), kaakaomassa, emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini), pakkaskuivattu vadelma (0,1 %; EU ja muu kuin EU), stabilointiaineet (johanneksenleipäpuujauhe, guarkumi, pektiini), väri (punajuuriväri), suola, luontainen vanilja-aromi ja muita luontaisia aromeja, maltodekstriini. Saattaa sisältä pieniä määriä mustikkaa. Jäätelön kaakaopitoisuus 0,5 %. SAATTAA SISÄLTÄÄ PÄHKINÄÄ.","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, glukoosisiirappi, rapsiöljy, HERAJAUHE (MAITO), rasvaton MAITOjauhe, dekstroosi, vähärasvainen kaakaojauhe, vadelma (1 %; EU ja muu kuin EU), vadelmamehutiiviste (0,5 %;EU ja muu kuin EU), kaakaomassa, emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini), pakkaskuivattu vadelma (0,1 %; EU ja muu kuin EU), stabilointiaineet (johanneksenleipäpuujauhe, guarkumi, pektiini), väri (punajuuriväri), suola, luontainen vanilja-aromi ja muita luontaisia aromeja, maltodekstriini. Saattaa sisältä pieniä määriä mustikkaa. Jäätelön kaakaopitoisuus 0,5 %. SAATTAA SISÄLTÄÄ PÄHKINÄÄ.","2020-07-21 00:01:08",product,https://marketim.fi/product/aino-vadelmasuklaa-900ml/,0,90dd686359a8,1,1,,instock,,,0,Marka,Aino,no,yes,yes,,6430064400777,6430064400777,simple,visible,Dondurma>Litrelik,,https://marketim.fi/wp-content/uploads/2020/07/13319-1571986375.png
17436,"AINO Kirsikan Kuiskaus 900ml","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, glukoosisiirappi, kirsikka (4%; EU), herajauhe (MAITO), dekstroosi, kasviöljyt (kookos, rapsi), värit (punajuuriväri, sokerikulööri), emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini, SOIJAlesitiini), sitruunamehutiiviste, stabilointiaineet (johanneksenleipäpuujauhe, guarkumi), vähärasvainen kaakaojauhe, luontaiset kirsikka- ja vanilja-aromit ja muita luontaisia aromeja, sakeuttamisaine (pektiini), suola, maltodekstriini. Saattaa sisältää pähkinää.","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, glukoosisiirappi, kirsikka (4%; EU), herajauhe (MAITO), dekstroosi, kasviöljyt (kookos, rapsi), värit (punajuuriväri, sokerikulööri), emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini, SOIJAlesitiini), sitruunamehutiiviste, stabilointiaineet (johanneksenleipäpuujauhe, guarkumi), vähärasvainen kaakaojauhe, luontaiset kirsikka- ja vanilja-aromit ja muita luontaisia aromeja, sakeuttamisaine (pektiini), suola, maltodekstriini. Saattaa sisältää pähkinää.","2020-07-21 00:01:08",product,https://marketim.fi/product/aino-kirsikan-kuiskaus-900ml/,0,3edef2e5a99c,1,1,,instock,,,0,Marka,Aino,no,yes,yes,,6430064400616,6430064400616,simple,visible,Dondurma>Litrelik,,https://marketim.fi/wp-content/uploads/2020/07/13313-1571986171.png
17438,"FAZER Vihreitä kuulia, Laktoositon 480ml","Vesi, rasvaton MAITO (Suomi), KERMA (Suomi), glukoosisiirappi, dekstroosi, sokeri, päärynä (2,8% EU ja muu kuin EU), maltodekstriini, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe, käsitelty Eucheuma-levä), happamuudensäätöaineet (sitruunahappo,natriumsitraatit), MAITOproteiini, emulgointiaine (rasvahappojen mono- ja diglyseridit), väri (klorofylli-kuparikompleksi), inverttisokerisiirappi, sakeuttamisaineet (pektiinit), spirulinatiiviste, safloritiiviste, aromit, laktaasientsyymi, suola.SAATTAA SISÄLTÄÄPÄHKINÄÄ.","Vesi, rasvaton MAITO (Suomi), KERMA (Suomi), glukoosisiirappi, dekstroosi, sokeri, päärynä (2,8% EU ja muu kuin EU), maltodekstriini, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe, käsitelty Eucheuma-levä), happamuudensäätöaineet (sitruunahappo,natriumsitraatit), MAITOproteiini, emulgointiaine (rasvahappojen mono- ja diglyseridit), väri (klorofylli-kuparikompleksi), inverttisokerisiirappi, sakeuttamisaineet (pektiinit), spirulinatiiviste, safloritiiviste, aromit, laktaasientsyymi, suola.SAATTAA SISÄLTÄÄPÄHKINÄÄ.","2020-07-21 00:01:10",product,https://marketim.fi/product/fazer-vihreita-kuulia-laktoositon-480ml/,0,44f252df85ce,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064403563,6430064403563,simple,visible,"Dondurma>Yarım Litrelik",,https://marketim.fi/wp-content/uploads/2020/07/6430064403563-scaled.jpeg
17440,"FAZER Premium Maitosuklaa 480ml","Rasvaton MAITO (Suomi), KERMA (Suomi), glukoosisiirappi, sokeri, täysMAITOjauhe, dekstroosi, kasviöljyt (rapsi, palmu, shea), kaakaomassa, kaakaovoi, vähärasvainen kaakaojauhe, rasvaton MAITOjauhe, emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini, SOIJAlesitiini), stabilointiaineet (johanneksenleipäpuujauhe, pektiini, guarkumi, käsitelty Eucheuma-levä), suola, maltodekstriini, luontaiset aromit. SAATTAA SISÄLTÄÄ PÄHKINÄÄ.","Rasvaton MAITO (Suomi), KERMA (Suomi), glukoosisiirappi, sokeri, täysMAITOjauhe, dekstroosi, kasviöljyt (rapsi, palmu, shea), kaakaomassa, kaakaovoi, vähärasvainen kaakaojauhe, rasvaton MAITOjauhe, emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini, SOIJAlesitiini), stabilointiaineet (johanneksenleipäpuujauhe, pektiini, guarkumi, käsitelty Eucheuma-levä), suola, maltodekstriini, luontaiset aromit. SAATTAA SISÄLTÄÄ PÄHKINÄÄ.","2020-07-21 00:01:10",product,https://marketim.fi/product/fazer-premium-maitosuklaa-480ml/,0,ac697dc83935,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064404379,6430064404379,simple,visible,"Dondurma>Yarım Litrelik",,https://marketim.fi/wp-content/uploads/2020/07/6430064404379-scaled.jpeg
17442,"FAZER Domino 480ml","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, glukoosisiirappi, dekstroosi, vähärasvainen kaakaojauhe, kasviöljyt (palmu, kookos),VEHNÄJAUHO, herajauhe (MAITO), emulgointiaine (rasvahappojen mono- ja diglyseridit), stabilointiaineet (guarkumi, johanneksenleipäpuujauhe, käsitelty Eucheuma-levä), suola, nostatusaineet (natriumkarbonaatit, kaliumkarbonaatit, ammoniumkarbonaatit), aromit, maltodekstriini. SAATTAA SISÄLTÄÄ PÄHKINÄÄ.","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, glukoosisiirappi, dekstroosi, vähärasvainen kaakaojauhe, kasviöljyt (palmu, kookos),VEHNÄJAUHO, herajauhe (MAITO), emulgointiaine (rasvahappojen mono- ja diglyseridit), stabilointiaineet (guarkumi, johanneksenleipäpuujauhe, käsitelty Eucheuma-levä), suola, nostatusaineet (natriumkarbonaatit, kaliumkarbonaatit, ammoniumkarbonaatit), aromit, maltodekstriini. SAATTAA SISÄLTÄÄ PÄHKINÄÄ.","2020-07-21 00:01:12",product,https://marketim.fi/product/fazer-domino-480ml/,0,1f0edb2afe93,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064403365,6430064403365,simple,visible,"Dondurma>Yarım Litrelik",,https://marketim.fi/wp-content/uploads/2020/07/6430064403365-scaled.jpeg
17444,"FAZER Geisha 480ml","täysmaito, kerma (Suomi), glukoosisiirappi, sokeri, vesi, rasvaton maito (Suomi), kasviöljyt (rapsi, palmu, shea), dekstroosi, herajauhe (maito), maltodekstriini, hasselpähkinä (2 %), vähärasvainen kaakaojauhe, täysmaitojauhe, kaakaomassa, kaakaovoi, emulgointiaineet (rasvahappojen mono- ja diglyseridit, soijalesitiini, auringonkukkalesitiini), vehnäjauho, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe), aromit, suola, happamuudensäätöaine (natriumkarbonaatit), maissijauho, nostatusaine (magnesiumkarbonaatit). Saattaa sisältää muita pähkinöitä.","täysmaito, kerma (Suomi), glukoosisiirappi, sokeri, vesi, rasvaton maito (Suomi), kasviöljyt (rapsi, palmu, shea), dekstroosi, herajauhe (maito), maltodekstriini, hasselpähkinä (2 %), vähärasvainen kaakaojauhe, täysmaitojauhe, kaakaomassa, kaakaovoi, emulgointiaineet (rasvahappojen mono- ja diglyseridit, soijalesitiini, auringonkukkalesitiini), vehnäjauho, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe), aromit, suola, happamuudensäätöaine (natriumkarbonaatit), maissijauho, nostatusaine (magnesiumkarbonaatit). Saattaa sisältää muita pähkinöitä.","2020-07-21 00:01:12",product,https://marketim.fi/product/fazer-geisha-480ml/,0,0662e1d555a6,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064401613,6430064401613,simple,visible,"Dondurma>Yarım Litrelik",,https://marketim.fi/wp-content/uploads/2020/07/6430064401613_0.png
17446,"FAZER Pätkis 480ml","Mintunmakuista suklaakermajäätelöä ja minttusuklaanmakuista kastiketta 13 %. Ainekset: Rasvaton MAITO, KERMA, sokeri, glukoosisiirappi, kasviöljyt (rypsi, kookos), HERAJAUHE, vähärasvainen kaakaojauhe, rasvaton MAITOJAUHE, emulgointiaineet (rasvahappojen mono- jadiglyseridit, auringonkukkalesitiini), stabilointiaineet (johanneksenleipäpuujauhe, guarkumi, käsitelty Eucheuma-levä), aromi (piparminttu), dekstroosi, maltodekstriini. Pääraaka-aineista osan alkuperämaa on eri kuin valmistusmaa, Suomi. Saattaa sisältää PÄHKINÄÄ.","Mintunmakuista suklaakermajäätelöä ja minttusuklaanmakuista kastiketta 13 %. Ainekset: Rasvaton MAITO, KERMA, sokeri, glukoosisiirappi, kasviöljyt (rypsi, kookos), HERAJAUHE, vähärasvainen kaakaojauhe, rasvaton MAITOJAUHE, emulgointiaineet (rasvahappojen mono- jadiglyseridit, auringonkukkalesitiini), stabilointiaineet (johanneksenleipäpuujauhe, guarkumi, käsitelty Eucheuma-levä), aromi (piparminttu), dekstroosi, maltodekstriini. Pääraaka-aineista osan alkuperämaa on eri kuin valmistusmaa, Suomi. Saattaa sisältää PÄHKINÄÄ.","2020-07-21 00:01:14",product,https://marketim.fi/product/fazer-patkis-480ml/,0,5719dcbcc90e,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6417901010849,6417901010849,simple,visible,"Dondurma>Yarım Litrelik",,https://marketim.fi/wp-content/uploads/2020/07/6417901010849-scaled.jpeg
17448,"FAZER Dumle 480ml","Rasvaton MAITO, KERMA, glukoosisiirappi, sokeri, kasviöljyt (kookos, rapsi), HERAJAUHE, dekstroosi, TÄYSMAITOJAUHE, glukoosi-fruktoosisiirappi, kaakaovoi, kaakaomassa, MAITORASVA, emulgointiaineet (rasvahappojen mono- ja diglyseridit, SOIJALESITIINI), MAITOJAUHE, rasvaton MAITOJAUHE, stabilointiaineet (johanneksenleipäpuujauhe, guarkumi, käsitelty Eucheuma-levä), aromit (mm. vanilja, toffee), suola, sakeuttamisaine (pektiinit), maltodekstriini. Saattaa sisältää PÄHKINÄÄ.","Rasvaton MAITO, KERMA, glukoosisiirappi, sokeri, kasviöljyt (kookos, rapsi), HERAJAUHE, dekstroosi, TÄYSMAITOJAUHE, glukoosi-fruktoosisiirappi, kaakaovoi, kaakaomassa, MAITORASVA, emulgointiaineet (rasvahappojen mono- ja diglyseridit, SOIJALESITIINI), MAITOJAUHE, rasvaton MAITOJAUHE, stabilointiaineet (johanneksenleipäpuujauhe, guarkumi, käsitelty Eucheuma-levä), aromit (mm. vanilja, toffee), suola, sakeuttamisaine (pektiinit), maltodekstriini. Saattaa sisältää PÄHKINÄÄ.","2020-07-21 00:01:14",product,https://marketim.fi/product/fazer-dumle-480ml/,0,5cc6d7a48f8c,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064401989,6430064401989,simple,visible,"Dondurma>Yarım Litrelik",,https://marketim.fi/wp-content/uploads/2020/07/6430064401989-scaled.jpeg
17450,"FAZER Fazerina 480ml","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, HERAJAUHE (MAITO), dekstroosi, rapsiöljy, glukoosisiirappi, TÄYSMAITOJAUHE, rasvaton MAITOJAUHE, vähärasvainen kaakaojauhe, kaakaomassa, emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini), stabilointiaineet (johanneksenleipäpuujauhe, guarkumi, käsitelty Eucheuma-levä), aromit (mm. appelsiini), maltodekstriini. Saattaa sisältää PÄHKINÄÄ.","Rasvaton MAITO (Suomi), KERMA (Suomi), sokeri, HERAJAUHE (MAITO), dekstroosi, rapsiöljy, glukoosisiirappi, TÄYSMAITOJAUHE, rasvaton MAITOJAUHE, vähärasvainen kaakaojauhe, kaakaomassa, emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini), stabilointiaineet (johanneksenleipäpuujauhe, guarkumi, käsitelty Eucheuma-levä), aromit (mm. appelsiini), maltodekstriini. Saattaa sisältää PÄHKINÄÄ.","2020-07-21 00:01:16",product,https://marketim.fi/product/fazer-fazerina-480ml/,0,d74e22bfa666,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064400012,6430064400012,simple,visible,"Dondurma>Yarım Litrelik",,https://marketim.fi/wp-content/uploads/2020/07/6430064400012-scaled.jpeg
17452,"FAZER Omar 480ml","KERMA, rasvaton MAITO, vesi, sokeri, glukoosisiirappi, HERAJAUHE (MAITO), dekstroosi, sokeroitu MAITOTIIVISTE, sokeroitu rasvaton MAITOTIIVISTE, väri (sokerikulööri), emulgointiaine (rasvahappojen mono- ja diglyseridit), kasviöljyt (shea, kookos), MAITORASVA, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe, käsitelty Eucheuma-levä), suola, sakeuttamisaine (pektiini), aromi, maltodekstriini. Pääraaka-aineista osan alkuperämaa on eri kuin valmistusmaa, Suomi. Saattaa sisältää PÄHKINÄÄ ja SOIJAA.","KERMA, rasvaton MAITO, vesi, sokeri, glukoosisiirappi, HERAJAUHE (MAITO), dekstroosi, sokeroitu MAITOTIIVISTE, sokeroitu rasvaton MAITOTIIVISTE, väri (sokerikulööri), emulgointiaine (rasvahappojen mono- ja diglyseridit), kasviöljyt (shea, kookos), MAITORASVA, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe, käsitelty Eucheuma-levä), suola, sakeuttamisaine (pektiini), aromi, maltodekstriini. Pääraaka-aineista osan alkuperämaa on eri kuin valmistusmaa, Suomi. Saattaa sisältää PÄHKINÄÄ ja SOIJAA.","2020-07-21 00:01:16",product,https://marketim.fi/product/fazer-omar-480ml/,0,027d690db8a4,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064401002,6430064401002,simple,visible,"Dondurma>Yarım Litrelik",,https://marketim.fi/wp-content/uploads/2020/07/6430064401002-scaled.jpg
17454,"FAZER Tutti Frutti,Laktoositon 480ml","Vesi, rasvaton maito (Suomi), kerma (Suomi), glukoosisiirappi, dekstroosi, sokeri, maltodekstriini, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe, käsitelty Eucheuma-levä), maitoproteiini, happamuudensäätöaineet (sitruunahappo, natriumsitraatti), emulgointiaine (rasvahappojen mono- ja diglyseridit), värit (karotenoidit, antosyaanit, luteiini), saflori- ja spirulinatiiviste, inverttisokerisiirappi, sakeuttamisaine (pektiini), laktaasientsyymi, luontaiset aromit, suola. saattaa sisältää pähkinää.","Vesi, rasvaton maito (Suomi), kerma (Suomi), glukoosisiirappi, dekstroosi, sokeri, maltodekstriini, stabilointiaineet (guarkumi, johanneksenleipäpuujauhe, käsitelty Eucheuma-levä), maitoproteiini, happamuudensäätöaineet (sitruunahappo, natriumsitraatti), emulgointiaine (rasvahappojen mono- ja diglyseridit), värit (karotenoidit, antosyaanit, luteiini), saflori- ja spirulinatiiviste, inverttisokerisiirappi, sakeuttamisaine (pektiini), laktaasientsyymi, luontaiset aromit, suola. saattaa sisältää pähkinää.","2020-07-21 00:01:18",product,https://marketim.fi/product/fazer-tutti-fruttilaktoositon-480ml/,0,f1c9b4e9aa61,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064403372,6430064403372,simple,visible,"Dondurma>Yarım Litrelik",,https://marketim.fi/wp-content/uploads/2020/07/6430064403372_0.png
17456,"FAZER Premium Maitosuklaa tuutti 81g/110ml","Rasvaton maito (Suomi), sokeri, kerma (Suomi), kasviöljyt (rypsi, kookos, auringonkukka, palmu, shea), vehnäjauho, glukoosisiirappi, dekstroosi, täysmaitojauhe, vähärasvainen kaakaojauhe, rasvaton maitojauhe, kaakaomassa, kaakaovoi, emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini, soijalesitiini), herajauhe (maito), stabilointiaineet (johanneksenleipäpuujauhe, pektiini, guarkumi, käsitelty Eucheuma-levä), suola, maltodekstriini, luontaiset aromit. saattaa sisältää pähkinää.","Rasvaton maito (Suomi), sokeri, kerma (Suomi), kasviöljyt (rypsi, kookos, auringonkukka, palmu, shea), vehnäjauho, glukoosisiirappi, dekstroosi, täysmaitojauhe, vähärasvainen kaakaojauhe, rasvaton maitojauhe, kaakaomassa, kaakaovoi, emulgointiaineet (rasvahappojen mono- ja diglyseridit, auringonkukkalesitiini, soijalesitiini), herajauhe (maito), stabilointiaineet (johanneksenleipäpuujauhe, pektiini, guarkumi, käsitelty Eucheuma-levä), suola, maltodekstriini, luontaiset aromit. saattaa sisältää pähkinää.","2020-07-21 00:01:18",product,https://marketim.fi/product/fazer-premium-maitosuklaa-tuutti-81g-110ml/,0,144195ee9864,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064404331,6430064404331,simple,visible,Dondurma>Porsiyon,,https://marketim.fi/wp-content/uploads/2020/07/6430064404331_0.png
17458,"FAZER Geisha tuutti 70g/110ml","Rasvaton MAITO (Suomi), sokeri, KERMA (Suomi), kasviöljyt (rypsi, kookos, auringonkukka, palmu), VEHNÄjauho, herajauhe (MAITO), glukoosisiirappi, dekstroosi, HASSELPÄHKINÄ (1,9%), vähärasvainen kaakaojauhe, täysMAITOjauhe, MANTELI (1%), emulgointiaineet (E322, E471, SOIJAlesitiini), kaakaomassa, stabilointiaineet (E410, E412, E407a), väri (E150a), suola, aromi, happamuudensäätöaine (E500), maissijauho, nostatusaine (E504i), maltodekstriini. SAATTAA SISÄLTÄÄ MUITA PÄHKINÖITÄ.","Rasvaton MAITO (Suomi), sokeri, KERMA (Suomi), kasviöljyt (rypsi, kookos, auringonkukka, palmu), VEHNÄjauho, herajauhe (MAITO), glukoosisiirappi, dekstroosi, HASSELPÄHKINÄ (1,9%), vähärasvainen kaakaojauhe, täysMAITOjauhe, MANTELI (1%), emulgointiaineet (E322, E471, SOIJAlesitiini), kaakaomassa, stabilointiaineet (E410, E412, E407a), väri (E150a), suola, aromi, happamuudensäätöaine (E500), maissijauho, nostatusaine (E504i), maltodekstriini. SAATTAA SISÄLTÄÄ MUITA PÄHKINÖITÄ.","2020-07-21 00:01:20",product,https://marketim.fi/product/fazer-geisha-tuutti-70g-110ml/,0,f32968b22c52,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064400937,6430064400937,simple,visible,Dondurma>Porsiyon,,https://marketim.fi/wp-content/uploads/2020/07/11911-1554899052.png
17460,"FAZER Da Capo puikko 39g/60ml","Rasvaton MAITO (Suomi), glukoosisiirappi, kasviöljyt (rapsi, kookos), sokeri, vesi, KERMA (Suomi), vähärasvainen kaakaojauhe, maltodekstriini, herajauhe (MAITO), emulgointiaineet (E471, E322), stabilointiaineet (E410, E412), aromit, suola, dekstroosi. SAATTAA SISÄLTÄÄ PÄHKINÄÄ.","Rasvaton MAITO (Suomi), glukoosisiirappi, kasviöljyt (rapsi, kookos), sokeri, vesi, KERMA (Suomi), vähärasvainen kaakaojauhe, maltodekstriini, herajauhe (MAITO), emulgointiaineet (E471, E322), stabilointiaineet (E410, E412), aromit, suola, dekstroosi. SAATTAA SISÄLTÄÄ PÄHKINÄÄ.","2020-07-21 00:01:20",product,https://marketim.fi/product/fazer-da-capo-puikko-39g-60ml/,0,5834e71426a8,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064403389,6430064403389,simple,visible,Dondurma>Porsiyon,,https://marketim.fi/wp-content/uploads/2020/07/12686-1562755473.png
17462,"FAZER Omar puikko 58g/86ml","Rasvaton MAITO (Suomi), glukoosisiirappi, kasviöljyt (kookos, rapsi), sokeri, vesi, KERMA (Suomi), rasvaton MAITOJAUHE, makeutettu MAITOTIIVISTE, HERAJAUHE (MAITO), VOI, dekstroosi, maltodekstriini, väri (E150a), emulgointiaineet (E322, E471), stabilointiaineet (E410, E412), suola, sakeuttamisaine (E440), aromit. Saattaa sisältää PÄHKINÄÄ.Gluteeniton.","Rasvaton MAITO (Suomi), glukoosisiirappi, kasviöljyt (kookos, rapsi), sokeri, vesi, KERMA (Suomi), rasvaton MAITOJAUHE, makeutettu MAITOTIIVISTE, HERAJAUHE (MAITO), VOI, dekstroosi, maltodekstriini, väri (E150a), emulgointiaineet (E322, E471), stabilointiaineet (E410, E412), suola, sakeuttamisaine (E440), aromit. Saattaa sisältää PÄHKINÄÄ.Gluteeniton.","2020-07-21 00:01:21",product,https://marketim.fi/product/fazer-omar-puikko-58g-86ml/,0,105bb5b7d520,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064401620,6430064401620,simple,visible,Dondurma>Porsiyon,,https://marketim.fi/wp-content/uploads/2020/07/784-1536065518.png
17464,"FAZER Dumle Snacks puikko 53g/80ml","RASVATON MAITO, KERMA, sokeri, kasvirasvat (kookos, rypsi), glukoosisiirappi, TÄYSMAITOJAUHE, herajauhe (MAITO), glukoosi-fruktoosisiirappi, kaakaovoi, riisijauho, kaakaomassa, MAITORASVA, MAITO, RASVATON MAITOJAUHE, emulgointiaineet (E471, SOIJALESITIINI), sakeuttamisaineet (E440, E412, E410, E407a), OHRAMALLASUUTE, suola, väri (E150a), aromit (toffee, vanilliini), maltodekstriini, dekstroosi. Saattaa sisältää PÄHKINÄÄ.","RASVATON MAITO, KERMA, sokeri, kasvirasvat (kookos, rypsi), glukoosisiirappi, TÄYSMAITOJAUHE, herajauhe (MAITO), glukoosi-fruktoosisiirappi, kaakaovoi, riisijauho, kaakaomassa, MAITORASVA, MAITO, RASVATON MAITOJAUHE, emulgointiaineet (E471, SOIJALESITIINI), sakeuttamisaineet (E440, E412, E410, E407a), OHRAMALLASUUTE, suola, väri (E150a), aromit (toffee, vanilliini), maltodekstriini, dekstroosi. Saattaa sisältää PÄHKINÄÄ.","2020-07-21 00:01:21",product,https://marketim.fi/product/fazer-dumle-snacks-puikko-53g-80ml/,0,c9c24eeca3b3,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064401941,6430064401941,simple,visible,Dondurma>Porsiyon,,https://marketim.fi/wp-content/uploads/2020/07/503-1536064415.png
17468,"FAZER Pätkis puikko 39g/60ml","Rasvaton MAITO (Suomi), kasviöljyt (kookos, rapsi), sokeri, KERMA (Suomi), glukoosisiirappi, vesi, TÄYSMAITOJAUHE, HERAJAUHE (MAITO), vähärasvainen kaakaojauhe, rasvaton MAITOJAUHE, kaakaovoi, dekstroosi, kaakaomassa, maltodekstriini, emulgointiaine (E471, E322, SOIJALESITIINI), stabilointiaineet (E412, E410, E407a), aromit (mm. piparminttu). Saattaa sisältää PÄHKINÄÄ. Gluteeniton. Gluteeniton.","Rasvaton MAITO (Suomi), kasviöljyt (kookos, rapsi), sokeri, KERMA (Suomi), glukoosisiirappi, vesi, TÄYSMAITOJAUHE, HERAJAUHE (MAITO), vähärasvainen kaakaojauhe, rasvaton MAITOJAUHE, kaakaovoi, dekstroosi, kaakaomassa, maltodekstriini, emulgointiaine (E471, E322, SOIJALESITIINI), stabilointiaineet (E412, E410, E407a), aromit (mm. piparminttu). Saattaa sisältää PÄHKINÄÄ. Gluteeniton. Gluteeniton.","2020-07-21 00:01:23",product,https://marketim.fi/product/fazer-patkis-puikko-39g-60ml/,0,1bb2326cbe81,1,1,,instock,,,0,Marka,Fazer,no,yes,yes,,6430064400005,6430064400005,simple,visible,Dondurma>Porsiyon,,https://marketim.fi/wp-content/uploads/2020/07/724-1536065518.png
